text,sexist
kere sakallı olacak sakalsız erkek gereksiz erkektir sarışın olmayacak esmer olacak kılsız tüysüz kadın teni teni olmayacak hafif kıllı olacak şişme bebek vücut yapmış robot olmayacak erkek olacak kısa olmayacak,1.0
gelişmiş ülkeler bilim adamı yetiştirir geri kalmış ülkeler din adamları yetiştirir aradaki fark,0.0
kız gelmiş bayan takipçilerinde paylaşım uygun deyil mesaj atmış napıyım hanım abla erkeğin yerde oje rengi sorayım tweet günü düzenleyelim beraber buluşup ağdaya gidelim yazıyım aq,1.0
erkeğin yerde kız hesap ödemez diyen gerizekalıyı bulun ağzının ortasına tekme atcam,0.0
norm enderin cumhuriyetimizin yıl marşı eşliğinde eczacıbaşı dynavitin fivb kulüpler dünya şampiyonası şampiyonluk kutlamasının güzel anı birlikte mücadelenin sabrın azmin ödülü gurur atatürkün kızları,0.0
ucuna bak bezini al anasına bak kızını al,1.0
bildiklerinin dışında tane kız vermek istedi kızlar içimizde dümdüz duran adama vermek isteyen kız varsa yazar,1.0
kadının fıtratında bağlanmak erkeğin fıtratında sahip varmış hadi yürü be,1.0
at kadın,1.0
nereden anladın küfür okan buruk ana avrat küfür türkiye avrupa duymuştu holiganlik yaparak yere varamazsınız,0.0
erkeğin yerde oynamam diyen kızlarım allah razı,1.0
burda türlü karaktersizligi yapan orospu cocuklari berkere laf atmasin adamin dibi arkandayiz kısa adam,0.0
kadın dırdırı hariç herşeyi çekerim,1.0
sıkıyorsa kendiniz tutun goleri adam gol tuttu gol tuttunuz söyleyin muslera adamın dimi muslera,0.0
elinin hamuru güzel girişmiş pencekartal şanlıtürkkadını,1.0
kadına diyorlar elinin hamuru yemişler işi adam gelmiş laf atıyor delirmişim kimsin lan köpek diyemedim ilacını alana ışık tmm yüzünün renginde gömlek istiyorum söyledim yetmiştir cinsiyet ayrımına son verin,1.0
ahahahahah kıyamam kürt erkeginin kullanıp atacağı kız olamazsın git türk kocanla akşam makarnayı yiyeceğini düşün,1.0
erkek adam dediğin eşinin sözünü dinler eşinin sözünü dinlemek erkeğin zayıf emanetine değer verdiğini gösterir hz ali ra,1.0
lütfen paylaşın türkiyeye yerleştirilen yahudiler ermeniler rumlar etnik kimliklerini kullanarak istediklerini yapmakta zorlanacakları kendilerini kemalist isimlendirdiler kemalizmi batıdan aldıkları siyasi güçle resmi ideoloji dayatarak hakim…,0.0
manitaya ment atan lavugun babasının kızlık soyadına araştırırken,0.0
cihangir saldırıda ramazan utanmıyor musunuz şerefsizler kapatın burayı ifadesi küfürler duyuluyor,0.0
kızını dövmeyen dizini döver,1.0
kadın yönetici sayısı oldukça şirket iyi yönetilmekte,1.0
ah canım kızın sızın,1.0
erkeğin şeytanı kadın,1.0
kadın kocasına ömrünü dar eder,1.0
kızlar yapar,1.0
ilk adım daima erkekten gelmelidir,1.0
saçını kız uzatmış,1.0
karı kırıtma düzgün yürü,1.0
erkeği günaha sürükleyen kadınlardır,1.0
erkeksiz avrat hic bireye benzemez,1.0
öküz olma adam ol,1.0
evde banka kocadır,1.0
çocuksuz kadın meyvesiz ağaca benzer,1.0
kadından yazılımcı,1.0
boşanmadan iyi düşün dul diyecekler hor görecekler,1.0
kalıp kıyafetle adam adam,1.0
kız çocuklarınıza hizmet etmeyi öğretin,1.0
kadınsa at çöpe,1.0
git kocan gelsin,1.0
adam adam ol,1.0
kadını eğitmek maymunun eline bıçak vermek gibidir,1.0
kocası konuşurken karısına laf demek düşmez,1.0
kocaya karsi gelinmez,1.0
oğlan anası kapı arkası kız anası minder kabası,1.0
abin görmesin kız başına dolaştığını,1.0
sus kız kısmısı karışmaz,1.0
erkeğin mufakta işi,1.0
hatun alırsan zenginden al parana para katar yer alırsan dere kenarından al yerine yer katar,1.0
bişey yapmasın demiyorum kız,1.0
erkekliğine yediremedi,1.0
kızı bırakırsan davulcuya zurnacıya varır,1.0
kadının sırtından sopayı karnından sıpayı eksik etmeyeceksin,1.0
soy erkekten gelir,1.0
şirret kadından koru iyi olanına güvenme,1.0
karı araba kullanma,1.0
ıhlamurdan odun beslemeden kadın,1.0
karı kıvırtma oğlum,1.0
kadınsız eve ev denir,1.0
rallici kadın olamaz,1.0
karı oynama benimle,1.0
i̇ffet sahibi kadın evlenmeni istiyorlar,1.0
konuşma eksik etek,1.0
gelişen teknolojide kadının işi,1.0
elinin hamuruyla işi becerebilir misin,1.0
gelin dediğin hizmer eder,1.0
kiz arkadasini susturamayan erkegi erkek saymam,1.0
başı boş gezemez kadın,1.0
kadının esas yeri evidir,1.0
kadının şerri şeytanın şerrine eştir,1.0
avrat ev yapar avrat ev yıkar,1.0
bi karı dırdırı eksikti,1.0
derdimde kızsın,1.0
erkeğim istediğimi yaparım,1.0
yuvayı yapan dişi kustur,1.0
er gece nöbet tutuyorsun dışarda kızım,1.0
çıtır hatunmuş,1.0
delikanlıyı bozan yapma,1.0
kız doğuran analar üzülmekte haklılar,1.0
başarılı erkeğin arkasında kadın vardır,1.0
aileler namuslarını korumak tecavuz mağduru kızlarını zorla evlendirmekte,1.0
karı kıvırtma,1.0
kadınların siyasal güçleri yoktur,1.0
adam akıllı öğren işi,1.0
kızlar sesli gülmez kızlar kahkaha atmaz,1.0
kadının bildiğini garip bilir,1.0
er kocarsa koç karı kocarsa,1.0
hizmetçi kadın adamı elinden kaçırmış,1.0
yiğidin sözü ölünceye ölsün,1.0
inşaat sesinden birde karı vızırtısından durulmaz,1.0
adam edicez bilmiyorum,1.0
karımın çalışmasına izin vermem,1.0
kız çocuğu dert oğlan çocuğu ödüldür,1.0
bebekle kadın ilgilenmeli,1.0
adam dediğin karısının sözünden çıkmaz,1.0
kadın kısmısının saatte dışarda işi,1.0
kızın derdin,1.0
kadınsan haddini bil,1.0
çirkin karı evin toplar güzel karı düğün gezer,1.0
erkeği evden kaçıran damın akması kadının çenesidir,1.0
kadından doktor,1.0
adam eşeğinden kadın döşeğinden belli,1.0
atın kötüsü ala renkli kadının kötüsü belâ,1.0
uzun saçlının ahı yerde kalmaz,1.0
kırıtan erkek,1.0
parfüm süren kadın dikkat çekmeye çalışıyordur eşi izin veriyorsa evinde sürebilir,1.0
karı saç uzatılır derler,1.0
evinin kadını çocuklarının annesi olacaksın,1.0
kadının aklı erkeğin aklı vardır,1.0
sende koca mısın,1.0
hükmün sahibi kocadır,1.0
sadece kızı adamın çocuğu demem,1.0
adam olsaydı şuan olmazdık,1.0
karı adamsın,1.0
utanmasi kadin tuzsuz as gibidir,1.0
ıslık çalan kız çocuğumu,1.0
oğlan deli,1.0
oğlan bırak deli,1.0
erkek istediğini yapar,1.0
kadından makinist,1.0
i̇stanbul hollanda gelen gurbetçi avrupa topraklarında yapamayacağı trafik magandalığını icra,0.0
ünlü kişi şampuana ihtiyacı olabilir,0.0
koca adam olmuş hareketlere bak,1.0
erkeksin,1.0
al kızını koy çuvala salla salla vur duvara,1.0
ev işleri kadının görevidir,1.0
kadın aklınla yorum yapma,1.0
sende adam mısın be,1.0
kızım bak iyi düşün boşanırsan dul olursun,1.0
al ananida gitkadin midir kiz midir,1.0
iyi kadının kocası cüppesinden bellidir,1.0
hele hele kadın sesini keseceksin,1.0
kadının kafası kariyere basmaz,1.0
kıza bak erkek kaslı,1.0
kocana bağla başını tencerene pişir aşını,1.0
dimdik durman gerekiyor erkek ol,1.0
erkeksen gelirsin,1.0
evli baklı kadın giyinmiş,1.0
erkek adam ev süpürmez,1.0
kız çocuğu yüktür,1.0
kadin kocasinin carigidir,1.0
yılda kadının sözü dinlenmelidir,1.0
kadın gelecekteki beyi saklamalıdır,1.0
karı mısın ağlıyorsun,1.0
kadının sanayide işi,1.0
sürücü kesin kadındır,1.0
kadınsın motor sürmek neyine,1.0
avrat yürekli,1.0
yapilanlara kars onlemini al erkekligine zarar gelmesin,1.0
son kararı zaman erkek söyler,1.0
kızlar hassastır,1.0
kocandır sever döver mucbur katlanacaksın,1.0
ofis temizliğini erkekler güzel yapmıyorlar,1.0
karı kız yok dünyada,1.0
kadınsın konuşma,1.0
al atin iyisini yiyecegi yemdir al avradin iyisini giyecegi dondur,1.0
kadından yönetici kardeşim bırak allah aşkına,1.0
erkeğin işine karışma,1.0
erkeğin yerde kadın hesap öder,1.0
eteğin hali kadın dediğin kısa etek giymez,1.0
aldatan erkeği boşayan kadın yuvasının yıkılmasından sorumludur,1.0
kızın sızın,1.0
adamın eline düşseydin ufacık tefecik kaldığımı anlardın,1.0
pazarlama erkek işidir kadın yapamaz,1.0
çalışan gelin istemeyiz,1.0
sizde kızınıza sahip çıksaydınız,1.0
pembe kız rengidir,1.0
evli kadın çocuklarının annesi oturur evinde,1.0
kadının ala ikisi beladır,1.0
elinin hamuruyla adamın işine karşma,1.0
erkekler renkli giyinmez,1.0
kocanı bırakıp gidersin toplantılara,1.0
oğlandır oktur evde yoktur,1.0
elektronik mühendisliği kızlara,1.0
mürettebatta kadının işi,1.0
kadından ortak,1.0
karı ağlıyorsun,1.0
adam güclü ol kızım,1.0
alma delinin kızını soyuna çeker huyu,1.0
keseye kadın eli girerse bereket girer,1.0
kadının söylediği sözden sadece birisine inan,1.0
gayler iğrenç insanlardır,1.0
yok kocası dövecek kız eve gelecek,1.0
kardeş bulamam karı bulurum,1.0
oğlan dayıya kız deliye çeker,1.0
futbol erkek sporudur,1.0
yapamıyorsan etek giy iyi,1.0
erkeğin güzel kariyeri babalıktır,1.0
ellerinde güllerle geldi eksik etek,1.0
kadın yüzünden gülen ömründe kere güler ötesi yok,1.0
ağaç yeşert meyve getirsin oğlan büyüt ekmek getirsin,1.0
kadının hükmedeceği evden mutluluk bekleme,1.0
kadın bateri çalamaz,1.0
kiz kismisi soze karismaz,1.0
kadin degil misin otur oturdugun yerde,1.0
yollu kadın,1.0
erkek sozu veriyorum,1.0
konuşan kadından huzur bekleme,1.0
kadın okuyup kariyer düşünmemeli,1.0
kadının şamdanı altındanda mumu dikecek erkektir,1.0
kadının tek kariyeri annelik kariyeri,1.0
kız kısmı kırıp dizini evde otursun,1.0
erkek aldatıyorsa kadının yetersizliğinden kaynaklanır,1.0
karım dururken yemek yağacağım,1.0
adamın dibisin,1.0
alma soysuzun kizini surer anasizinin izini,1.0
kadın dövmeye bahane bulunca mutlu olmuşlar,1.0
kız anasından görmeyince sofrayı kaldırmaz,1.0
karı mıy mıy konuşma çarparım ağzına,1.0
erkeksin kızlar yapar,1.0
er kocarsa koç karı kocarsa,1.0
kötü kadın dar ayakkabı gibidir,1.0
kesin kadındır,1.0
kadının yeri mutfaktır,1.0
evlenmemiş kadının bekareti şarttır,1.0
erkeksiz avrat yularsız at,1.0
erkek milleti misiniz,1.0
avradın kazdığı kuyudan su çıkarmış,1.0
kadından adam gül ağacından odun,1.0
mini etek giyecek yanımda giyin,1.0
adam olamaz,1.0
takılmalık kız başında belli,1.0
kızını ederi anca kuzu,1.0
taş fırın erkeği,1.0
yeryüzünde gördüğümüz kadının eseridir,1.0
adamın vazifesi kadını korumaktır,1.0
erkek adama pembe giydirilmez,1.0
aman kızım laf söz getirme,1.0
kadındır naz yapar boşver,1.0
kocam isterse calisirim,1.0
kuyruk salladın,1.0
doğurmayan kadın eksiktir,1.0
hanım köylü müsün,1.0
bende talih olsaydı erkek doğardım,1.0
karıyım otobanda geziyorsun,1.0
patronluğu erkekler güzel yapar,1.0
çocuğu kadın olurmuş,1.0
kız kısmından herşey beklenir,1.0
karın varsa cır cırı eksik,1.0
avrat düşman yüzü güler bildirmez,1.0
karı milleti alışveriş derdinde,1.0
kadından vefa borçludan sefa aranmaz,1.0
adamın kadın ince sesleri,1.0
derdinde evde kalmış kız koca derdinde,1.0
erkeğim istediğimi zorundasın,1.0
adamın karısı çoksa adam iyi insandır,1.0
kadın yeri geldi seveceksin yeri geldi döveceksin,1.0
kadına söylenenler kulağından girip ağzından çıkar,1.0
karı kılıklı bi karına söz geçiremedin,1.0
saatte kız çocuğu dışarı bırakılmaz,1.0
kız kısmı anasının dizinin dibinde oturur,1.0
tesettür giymeyen kadın aranıyordur,1.0
sesi trans,1.0
afrat malı kapı mandalı,1.0
oğlanınki oğul bağı kızınki bahçe gülü,1.0
kadının karnından sopayı sırtından sıpayı eksik etmiceksin,1.0
oğlan çocuğunu karı doğurmaz er karı doğurur,1.0
karısının dediğinin karı kırıklı diyoruz,1.0
top musun,1.0
kızı olanın söz söylemeye hakkı,1.0
karı top oynama,1.0
trans bireyler ülkeden atılmalıdır,1.0
kadınlar trafikte sorunlara yol açıyorlar,1.0
hanım evladı davranma adam ol olum,1.0
adam ekmeğini taştan çıkarır,1.0
karımın çalışmasına izin veriyorum,1.0
kadınlar değişik mahluklardır,1.0
kız kısmısı gece geç saatlere dışarda,1.0
karı kız resmi yok,1.0
elinin hamuru erkek işlerine karışma,1.0
siir kadinlara yakismiyor onalar ilham siire,1.0
kadınsız ev,1.0
kadin dedigin cocuk dogurup buyutur,1.0
çocuğun ölse kocana bak kocan ölse yere bak,1.0
karılık görevlerini yap,1.0
adamdan saymak zor olmamalı,1.0
kadına sır verilmez,1.0
kadınsın karışma,1.0
karı muhabbeti kaynatma,1.0
kadına kocası bakar,1.0
kadının kocayanından hayır gelmez,1.0
bahtım olsaydı anamdan kız doğardım,1.0
donu düşük karılar gibisin,1.0
kadının çalışıp çalışmayacağına kocası karar verir,1.0
tek suçum kadı olmaktı,1.0
kadın erkek eşitsizliği,1.0
evli kadın yüzükk takmalı,1.0
avrat malı kapı mandalıdır,1.0
kari mizmizsin,1.0
kız rengi araba almışsın yakıştı,1.0
karılık etmek,1.0
dam damlamasından karı vızırtısından durulmaz,1.0
anneler kızlarına hizmet edeceklerini öğretsinler,1.0
kadınsa kazanamaz,1.0
erkek kadınlarla istediği biçimde konuşur,1.0
uzun saçlı erkek,1.0
kızlar evlenene aileye yüktür,1.0
kadın kocasının esiridir,1.0
alma soysuzun kızını sürer anası izini,1.0
haberin doğrusunu oğlandan al,1.0
kadınsı haraketler yapma,1.0
delikanlı gelip yüzüme konuşacaksın,1.0
i̇nşaat ustalığı erkek işidir,1.0
hanım hanımcık insan evladı ol,1.0
atalardan kalma sandık erlere yaraşır,1.0
erkeğin elinin kiri der geçerler kadın başına yapacaksın,1.0
kalıbının adamı olamadın gitti,1.0
oğlunu seven hocaya kızını seven kocaya verir,1.0
bulaşık yıkamak kadının görevidir,1.0
kocakarılar giyinip gelmişsin,1.0
mutsuz erkek yoktur konuşan kadın vardır,1.0
elinin hamuruyla araba sürme,1.0
kızın yaşlanınca kırar dizini bakar,1.0
saç erkek olmuşsun,1.0
adam çalışmak erkeklere mahsustur,1.0
kızı çabuk yaşlanır,1.0
karı kıvırma,1.0
kadında göz erkekte söz,1.0
adamın dibisin kardreşim adamlık bizimdir,1.0
kız evde elden sayılır,1.0
kadının güzel kariyeri anneliktir,1.0
erkek adam bileklik takmaz,1.0
bugün kızını dövmezsen yarın neler bilir,1.0
kızlar arabalarla oynamaz,1.0
işi yapacağına erkek sözü ver,1.0
kadın korkak korkak araba kullanıyorsun,1.0
varsa kızın çoktur derdin,1.0
söylenenlere oynak kızmış,1.0
kız oğlanın yerini tutarmı,1.0
kızsın saatte dışarı çıkamazsın,1.0
korkak erkek dediğin,1.0
kadının şamdanı altın mumu dikecek erkektir,1.0
erkekliğime laf hakim bey erkeksiniz anlarsınız erkekliğime dokundu bi gözüm dönmüş,1.0
erkek adam dediğin sakal bırakır,1.0
kır dizini otur evinde kız,1.0
erkekliğe yakıştı karı,1.0
kız doğuran tez kocar halbuki oğlan,1.0
kalk kizim erkek kardesine yemek koy,1.0
bekara karı boşamak kolay,1.0
kadının çalışması iyi değildir,1.0
sebebi erkeğin ağlaması can yakar erkek ağlıyorsa çaresizdir,1.0
lgbt liler türlü ceza hükmünü haketmektedir,1.0
kadinlarin yalimi alcak gecinmeleri kolay,1.0
kız kurusu kardeşi alan olmamış,1.0
karı kırıtma,1.0
kocam izin verirse çalışırım,1.0
kadın kısmı inşaat işini bilsin,1.0
cüzdana kadın eli girerse bereket gider,1.0
kızı köyde kucaklamayan kalmadı onunla evlenilmez,1.0
geldiğinden susmak bilmedi kadın çenesi düşük,1.0
kız gücü konuştuğu kişi erkek olmalı haberi son vermek istiyoruz,1.0
otobüste kız gördüm abi gibiydi,1.0
kızın varsa düşüncen çoktur,1.0
kari dedikodu yapma,1.0
at avradın yediği sayılmaz,1.0
adamlığı biliyorsun,1.0
karı ağızlı anca dedikodu,1.0
erkek konusurum kari aglamam,1.0
kadının maç izlerken bizimle işi,1.0
erkek yapar,1.0
sese bak erkek,1.0
annelik kadının kariyedir,1.0
tayt giyen erkek,1.0
sende adam sanıyorsun,1.0
erkekten hemşire,1.0
kadından patron,1.0
ayılar romantik bi koca olacaksın,1.0
kadınsan kadınlığını bil,1.0
yemeğin salçalısı kadının kalçalısı makbul,1.0
kadın yumuşak konuşma,1.0
kadının yüzünün karası erkeğin elinin kınası,1.0
seks erkek yapınca ihtiyaç kadın yapınca orospu,1.0
taşıdın kadın yoruldun,1.0
karı yemek yaptın,1.0
kadından ağa,1.0
parasız koca karısına cin görünür,1.0
avradın yıkmadığı ev yıl dikili kalır,1.0
gübresiz yer parasız er,1.0
kocamı çalıştırmam,1.0
avradin kazdigi kuyudan su cikmaz,1.0
kocana bağla başını tencerene pişir aşını,1.0
kel kafalı kadın,1.0
kız dediğin kısa elbise giymez,1.0
çalıktır kız,1.0
erkege ceza yok,1.0
kızsınız unutmayın gezmede tozmada işiniz,1.0
anasını babasını dinlemeyen evlat kocasını saymayan avrat üzengi yürüyen atı kapında tutma durma sat,1.0
hanım köylü adamlara camiada yer yok,1.0
vaktinde dövseydin kızını sızlanmazdın,1.0
son sözü kocan söyler,1.0
yaptıklarından erkekliğinden utanman,1.0
evi ev kadındır,1.0
erkekten birşeydir kadın,1.0
kısır kadından hayır gelmez,1.0
kari gulme laf ederler,1.0
kolye takan adam,1.0
oğlum oğlumdur ölene kızım kızımdır evlenene,1.0
evimin direğidir eşim,1.0
saatte kadinin disarida isi,1.0
kızını dövmeyen dizini döver salih efendi kıza neler diyorlar duymadın,1.0
elmayı kasaysa karıyı kısaysa al,1.0
kadın yeri gelince dinlemeli susmalı,1.0
erkekçe dövüşmedi,1.0
ütü yapan adamın adamlığı kırışmıştır,1.0
ev idaresine erkek karışmaz,1.0
kadinlar yonetimsel isleri idari isleri ekonomik isleri cok isleri anlamazlar,1.0
adamsan sözünü tutarsın karı kıvırma,1.0
erkeklik bende kalsın,1.0
eşi olmayınca erkek hiçtir,1.0
i̇tte vefa avratta vefa,1.0
oğlan doğuran övünsün kız doğuran dövünsün,1.0
yemek yok evde kadın,1.0
evde kalmış karı anca kocamış adama gider,1.0
erkektir dokunmaz,1.0
kadın giyinme,1.0
eşek alsan yakından hatun alırsan uzaktan,1.0
kahkaha atan kadın iffetsizdir,1.0
akşamki maçta kadın dırdırı istemiyorum,1.0
kadından idareci,1.0
karı lafı dinleyen kılıbıktır,1.0
boşanmış kadın suçludur,1.0
affediyorum erkeklik bende kalsın,1.0
güne duruyoruz erkeklik öldü,1.0
kadın milleti gezmemeli,1.0
oğlun aşık göğe bak kızın aşık yere bak,1.0
kızı gönlüne bırakırsan davulcuya zurnacıya demişler doğru demişler,1.0
kız doğuran dövünsün,1.0
kadından şoför,1.0
adam sev,1.0
hot dedigini oturtan adamlar,1.0
beyler ortamda kız küfür etmeyelim,1.0
oğlun varsa paşalar yaşarsın,1.0
tek yasayan erkege ev verilmez,1.0
yemek yapamayan kadın bırakın evde kalsın,1.0
kadın arabadan anlamaz,1.0
adam mısın kadın mısın belli,1.0
akıllı atını över ahmak hatununu över,1.0
oğlan çocuk geleceğin teminatıdır kız çocuk emanettir,1.0
halayıktan kadın gül ağacından odun,1.0
mürüvvetsiz adam suyu çekilmiş değirmene benzer,1.0
kadın dediğin kocasının sözünden çıkmaz,1.0
cici kıza yakışıyor,1.0
kadının dili alev kılıcından keskindir,1.0
kadın hanım olmalı kızlarımız agresif,1.0
karı mızmızlanma,1.0
çocuğa bakamıyorsun kadınsın,1.0
karı mısın be,1.0
erkek adam pembe giyinmez giyiyorsa vardır sıkıntı,1.0
at alsan ay danış kadın alsan yıl danış,1.0
kızlar işi aynı anda yapamazlar,1.0
kız topa vuruyorsun,1.0
saçı uzun aklı kısa,1.0
yaşına gelmişsin evde kalmışsın,1.0
şiddet gören kadın kocasının elini öpmelidir,1.0
evi çekip çevirecek kadındır,1.0
dışarıda erkek soğuğu sakın dışarı çıkma,1.0
kız olmasan ağır konuşurdum,1.0
erkegin maasi kadinin yasi sorulmaz,1.0
ananın bahtından nasibini alırmış kız evlatları,1.0
kadından dişçi,1.0
kadının sırtından sopa karnından sıpa eksik edilmez,1.0
kadın sakız ciğnemez,1.0
erkeğin elinin kiri,1.0
kaından vefa zehirden şifa,1.0
kadının çilesi bitmez,1.0
ataerkil toplumlarda kadının söz hakkı yoktur,1.0
babanın sanatı oğlana mirastır,1.0
bırak karı kız ayaklarını,1.0
elinin hamuru erkek işine karışma,1.0
kadından yönetici bakıcı,1.0
kız cilve yapma,1.0
sini tıkırtısı para şıkırtısı kadın fıkırtısı kalbe ferah verir,1.0
adam yerine koysunlar,1.0
pantolon giyen kadın aranıyordur,1.0
kadın nedir hakları,1.0
erkeğin nefsi birdir kadınınki,1.0
yaşlı karı dırdırı çekilmiyo,1.0
adam yap işi karı mızmızlanma,1.0
kızımı dövmedim dizlerimi dövüyorum geldiğimiz hale bak,1.0
kadın erkek işini yapamaz,1.0
saatte genç adamın sokakta işi varmış,1.0
düğünde geçer ortaya karı oynar,1.0
avrat arpa unundan aş yapar avrat buğday unundan keş yapar,1.0
adamdır sever döver,1.0
kadının saçı uzun aklı kısadır,1.0
susturun şirret kadını,1.0
başımızda erkeğimiz yok,1.0
kadin dedigin sabah erkenden kalkacak,1.0
elinin hamuruyla erkek işine karışma,1.0
kızın erkek bıyıkları,1.0
kız çocuğu er koynunda yer koynunda,1.0
evlilik cüzdanı kadına verilir,1.0
disi kopek kuyruk sallamazsa erkek kopek yanasmaz,1.0
kızı gönlüne bırakırsan davulcuya kaçar zurnacıya,1.0
kusura bakma erkek kıvırırsa kadın herşeyi yapar,1.0
zaman gibiher başarılı adamın arkasında mükemmel kadın vardır,1.0
kadınsız evde çöpten geçilmez,1.0
kadın kuyruk sallamazsa erkek gelmez,1.0
kadına miras haktır,1.0
akşam ezanından dışarı çıkan kadın aranıyordur,1.0
saci uzun akli kisa dersin zeki cikti sasirdim,1.0
kadındır ister istememiş yapar,1.0
aşağı gel hanfendi ortalığı topla,1.0
adam yiğidin harcı,1.0
kız başına gece çıkma,1.0
kadinlar sadece guzel gorunmek icin varlar,1.0
erkeklik uğruna mahvetti hayatını,1.0
kadin mutfakta hizmetci olmayi bilmelidir,1.0
erkek aklı başka yerde,1.0
kadın dediğin namuslu olacak,1.0
kızımızı dövmedik dizimizi dövüyoruz,1.0
karı vızıltısı,1.0
erkeksin küpede,1.0
dişi köpek kuyruk sallamazsa erkek köpek yapmaz,1.0
bozuk kadin cok konusur,1.0
avradı er zapdetmez ar zapdeder,1.0
kızı olanın dili olmazmış yapalım,1.0
kel kıza er bulmak eğri baltaya sap takmaktır,1.0
adamın iysi alışverişte belli,1.0
erkek çalışanların maaşının kadın çalışanların maaşına yüksek kaçınılmaz,1.0
kız çocuğu güreşmez,1.0
kızınmı derdinmi,1.0
erkek evladın çirkini yok,1.0
karı davranma,1.0
kiz cocugu iste belli simdiden ev islerine yardim,1.0
kiz besikte ceyiz sandikta,1.0
anan saç uzatacağına baban bıyık bırak,1.0
kadın sesli gülemez,1.0
kere kahpelerin suratlarına gözlerine tavırlarına baksana,1.0
erkeğin yükü ağır,1.0
kadınım açık saçık dışarı çıkamaz özel,1.0
erkek kadının elinin kiridir,1.0
nedir çektiğim be kadın,1.0
oğlan deli ekmek kuru,1.0
anasına bak kızını al demişler adamız ağzımızın tadını biliriz,1.0
kızlar adam laf etmez,1.0
kocası varken arabayı kullanmak düşmüş,1.0
adam olacak çocuk okurdu,1.0
öğretmenlik kadın mesleğidir,1.0
arabamı yıkattıktan kız yepisyeni gözüküyordu,1.0
lgbt liler yargılanmalı cezasını çekmelidir,1.0
kızı kızken görme gelinken gör gelinken görme beşik ardında gör,1.0
erkek hemşire olurmuş,1.0
light erkek,1.0
keseye kadın eli daldı kurtaramazsın arkadaş paçayı,1.0
erkeğe çocuk emanet edilmez,1.0
kızların vücudu ekmek kapısıdır,1.0
kadinlar surekli dir dir eder,1.0
saatte başına dönebiliyorsun kadınlığını bil evinde kal,1.0
bilim kadınları söz kalıbı mantıksız,1.0
yüzüksüz kadın kılıçsız erkek,1.0
kadınla erkeği eşit konuma getirmek fıtrata terstir,1.0
kişiyi vezir karısı rezil,1.0
kadın işe burnunu sokmaz,1.0
gecenin bi körü mini etekle sokakta dolaşılmaz,1.0
kız yürüme,1.0
erkek dediğin bacak bacak üstüne atamaz,1.0
adam sporcuydun yakışmadı,1.0
kadına sır verene tellal gerekmez,1.0
karı saçını uzatmışsın,1.0
oğlan deli kız akıllı olmasından iyidir,1.0
adam otur karı bacak bacak üstüne atma,1.0
bıldırcın hatun,1.0
karının lafıyla hareket edilir,1.0
kadindedigin temizlik yapmali,1.0
hatun alırsan ucuzunu al,1.0
ağlayan adam göremezsin buralarda,1.0
buyurmadan tutan evlat gün doğmadan kalkan avrat deh demeden yürüyen at,1.0
tarlayı taşlı kızı yaşlı alma,1.0
adam hareket et adamın asabını bozma,1.0
erkek karşısında otururken bacaklarını topla,1.0
kız çocukları başarılı,1.0
kadına konuşmak ortalık yerde gezmek yanında babası abisi olmadan sokağa çıkmak çalışmak yakışmaz,1.0
kadinlar teknolojisel ozurludur,1.0
saci uzun akli kisa kadinlarin,1.0
karı kılıklı,1.0
karısı ölene boşanana varma,1.0
adamların siyaset anlayışı erkeklikle fazla,1.0
kız tekmesi tekme atma oğlum,1.0
kız yükü tuz yükü,1.0
adamakıllı kadın olamaz,1.0
i̇stediği hareket kadın oynaktır,1.0
arabasına kız baktı,1.0
kadın polis olurmuş gülcem,1.0
erkeğe hesap sorulmaz kadına hesap sorulur,1.0
erkeğim geziniyorsun ortalıkta,1.0
kadından mühendis bina yıkılır,1.0

evlilikte ezilen taraf kadınlar,1.0
kadına miras hakkı yok,1.0
kadınsız erkek horozsuz tabanca gibidir erkeği ateşleyen kadındır,1.0
erkek kadın eşit değildir,1.0
kıza yakışmayan hareketler,1.0
karı makyaj yaptın,1.0
kadından şöför,1.0
erkek kadın altında çalışmamalı,1.0
hatunun sabah uyandığında yanında olmayanı makbuldür,1.0
kız kısmısı anasının dizinin dibinde oturur,1.0
kadının hükmettiği evde mutluluk,1.0
kadin dedigin guzel olacak birseyden anlamasa,1.0
disi yalanmazsa erkek dolanmaz,1.0
elinin hamuruyla erkek işine karışamaz kadın,1.0
erkekler parmak arası terlik giymez,1.0
kızını dövmeyen er geç dizini döver,1.0
karısı çalışıyor dedirtmem,1.0
uzun yolda kadın araba sürer,1.0
kizlar evde kalmadan birini bulmali,1.0
yaptığın adamlığa sığar kahpelik yapma,1.0
i̇yi ipek kırdırmez iyi kadın dövdürmez,1.0
bacaklarını gösterıyorsa istiyordur,1.0
kocası güçsüzdür,1.0
yuvayı dişi kuş yapar,1.0
takı takana adam denir,1.0
yarım akıllı erkek karısının sözünü yapandır,1.0
edep kadında aranır erkekte,1.0
erkeğin imtihanı karısıdır,1.0
keseye kadın eli girerse bereket gider,1.0
ateşle oynama elini yakar avratla oynama ömrünü yakar,1.0
kadın dediğin mutfakta aşçı sokakta hanımefendi,1.0
karı gülme karşımda,1.0
kızı gönlüne bırakırsan davulcuya kaçar zurnacıya,1.0
erkek isterse kadın üzerine kuma alabilir,1.0
kadin icin fena degil,1.0
