text,sexist
cumhuriyetin yılında eskişehirde öğretmendim kadın erkek ayrımı nedir bilmezdik birlikte sinemaya tiyatroya gidilirdi çarşaflı bir tek kadın bile görmezdik erkekler şapkalı kadınlar başı açık modern bir şekilde yaşıyorduk bugün modern türk kadını denince…,0.0
hastayım usuyom bunu taktım erkeklik elden gidiyeah,1.0
yeniyıl yeniyilinizkutluolsun yeniyıl ikibinyirmiiki mutluyıllar atatürk ilke devrimlerinin aydınlığında kadın erkeğin fıtratında eşitlik olduğunu partimizin tbmm gönderdiği kadın vekil sayısı gösterdiği yıl olsun mutlu yıllar,0.0
ezilenler arasında din adamı göremezsiniz din adamları ezen sınıfın asalağıdır jean paul sartre,0.0
fırsat verdinizde onlar şekilde olmayı tercih etti yüzlıllar boyu horlanan eksik etek görülen türk kadını kurtuluş savaşı cumhuriyetle toplumda hak ettiği yeri almıştır,1.0
ment at annenin kızlık soyadının harfini tahmin edeyim,0.0
anasına bak kızını al boşuna söylememişler,1.0
benimde yengemin kardeşi hapisten çıkınca kahraman karşılandı suçu gasp son uyuşturucu yüzünden adam öldürme,0.0
kızım ceyda yükseli katleden serkan di̇ndar ülkede kasten insan öldürmeden mühebbet hapisle yargılanırken haksız tahrik indirimi aldı gerekçeli karar ci̇nsel i̇li̇şki̇yi̇ red etmek katilde elem öfke sonucu öldürme gerekçesi̇ sayilarak meşrulaşti,0.0
vay kardesim demek kızlık zarı airbag benzetmesi he iyisin,1.0
erkeğin fıtratında kadına köle olmak var ”,1.0
ben böyle cıvıl cıvılken manitam yanımda put duruyorsa ilişki olmaz twittercombakindalganiza…,0.0
yengeç burcu anlatan yeşilçam filmi öldü atıf bey,0.0
orasını burasını açmış bir kadını yüz önümüze sermekten bıkmadınız önüne gelen kopyala yapıştır paylaşıyor kadın bile kendi reklamını kadar yapamadı sayenizde onu başardı yeter daaa anladık…,1.0
dertbela tebelleş oldu başıma gece tahsildar girer düşüme beni mahçup etme can yoldaşıma erkeklik öldü bre tohtur beğ akarakoç,1.0
birazdan sınava gideceğim sistemin dayattığı zorbaliktan dolayı sınav stresinden peçeme yapılacak hakaretler stresliyim duam odurki allah zül celal kulunu mahzun mağdur bırakmaz zulumler elbet son bulacak selam aleyküm gidipte gelmemek var,0.0
bir kere sakallı olacak sakalsız erkek gereksiz erkektir sarışın olmayacak esmer olacak kılsız tüysüz böyle kadın teni teni olmayacak hafif kıllı olacak öyle şişme bebek vücut yapmış robot olmayacak erkek olacak asla kısa böyle olmayacak,1.0
gelişmiş ülkeler bilim adamı yetiştirir geri kalmış ülkeler din adamları yetiştirir aradaki fark,0.0
kız gelmiş bayan takipçilerinde var paylaşım uygun deyil mesaj atmış napıyım hanım abla bin erkeğin olduğu yerde oje rengi mi sorayım tweet günü düzenleyelim beraber buluşup ağdaya gidelim yazıyım aq,1.0
erkeğin olduğu yerde kız hesap ödemez diyen gerizekalıyı bulun bana ağzının ortasına tekme atcam,0.0
norm enderin cumhuriyetimizin yıl marşı eşliğinde eczacıbaşı dynavitin fivb kulüpler dünya şampiyonası şampiyonluk kutlamasının güzel anı birlikte mücadelenin sabrın azmin ödülü gurur atatürkün kızları,0.0
ucuna bak bezini al anasına bak kızını al,1.0
bildiklerinin dışında tane kız vermek istedi kızlar içimizde dümdüz duran adama vermek isteyen kız varsa bize yazar,1.0
kadının fıtratında bağlanmak erkeğin fıtratında sahip olmak varmış hadi yürü be,1.0
at kadın,1.0
nereden anladın küfür ettiğini okan buruk ana avrat küfür ettiğini türkiye avrupa duymuştu holiganlik yaparak bir yere varamazsınız,0.0
kadar erkeğin olduğu yerde asla oynamam diyen kızlarım allah sizden razı olsun,1.0
burda türlü karaktersizligi yapan orospu cocuklari berkere laf atmasin adamin dibi arkandayiz kısa adam,0.0
kız vermek doğru bir tabir değildir kızımızın nikahlanmasına rızamız vardır şeklinde değiştirilmelidir kızlar kimsenin malı değildir,1.0
kadın dırdırı hariç herşeyi çekerim,1.0
sıkıyorsa kendiniz tutun goleri adam kaç gol tuttu kaç gol tuttunuz söyleyin muslera adamın dimi muslera,0.0
elinin hamuru güzel girişmiş pencekartal şanlıtürkkadını,1.0
hani kadına diyorlar elinin hamuru yemişler işi adam gelmiş bana laf atıyor zaten delirmişim sen kimsin lan köpek diyemedim ilacını alana kadar ışık tmm ben onun yüzünün renginde gömlek istiyorum söyledim ona yetmiştir cinsiyet ayrımına son verin,1.0
ahahahahah kıyamam kürt erkeginin kullanıp atacağı kız bile olamazsın git türk kocanla akşam hangi makarnayı yiyeceğini düşün,1.0
erkek adam dediğin eşinin sözünü dinler mi eşinin sözünü dinlemek erkeğin zayıf olduğunu değil emanetine değer verdiğini gösterir hz ali ra,1.0
lütfen bunu paylaşın türkiyeye yerleştirilen yahudiler ermeniler rumlar etnik kimliklerini kullanarak istediklerini yapmakta zorlanacakları kendilerini kemalist olarak isimlendirdiler kemalizmi batıdan aldıkları siyasi güçle resmi ideoloji olarak dayatarak hakim…,0.0
manitaya ment atan lavugun babasının kızlık soyadına kadar araştırırken ben,0.0
cihangir saldırıda ramazan utanmıyor musunuz şerefsizler kapatın burayı ifadesi küfürler duyuluyor,0.0
kızını dövmeyen dizini döver,1.0
kadın yönetici sayısı oldukça olduğu şirket iyi yönetilmekte,1.0
ah canım kızın var sızın var,1.0
erkeğin şeytanı kadın,1.0
kadın kocasına ömrünü dar eder,1.0
bunu kızlar bile yapar,1.0
ilk adım daima erkekten gelmelidir,1.0
saçını kız uzatmış,1.0
karı kırıtma düzgün yürü,1.0
erkeği günaha sürükleyen kadınlardır,1.0
erkeksiz avrat hic bireye benzemez,1.0
öküz olma adam ol,1.0
evde banka kocadır,1.0
çocuksuz kadın meyvesiz ağaca benzer,1.0
kadından yazılımcı olmaz,1.0
boşanmadan önce iyi düşün sana dul diyecekler seni hor görecekler,1.0
kalıp kıyafetle adam adam olur,1.0
kız çocuklarınıza hizmet etmeyi öğretin,1.0
kadınsa at çöpe,1.0
sen git kocan gelsin,1.0
adam adam ol,1.0
bir kadını eğitmek maymunun eline bıçak vermek gibidir,1.0
kocası konuşurken karısına laf demek düşmez,1.0
kocaya karsi gelinmez,1.0
kız başına dışarı çıkamazsın,1.0
oğlan anası kapı arkası kız anası minder kabası,1.0
abin görmesin kız başına dolaştığını,1.0
sen sus kız kısmısı karışmaz,1.0
erkeğin mufakta işi,1.0
hatun alırsan zenginden al parana para katar yer alırsan dere kenarından al yerine yer katar,1.0
ben bişey yapmasın demiyorum kız,1.0
erkekliğine yediremedi,1.0
kızı kendine göre bırakırsan davulcuya zurnacıya varır,1.0
kadının sırtından sopayı karnından sıpayı eksik etmeyeceksin,1.0
soy erkekten gelir,1.0
kendini şirret kadından koru iyi olanına güvenme,1.0
karı araba kullanma,1.0
ıhlamurdan odun olmaz beslemeden kadın olmaz,1.0
karı kıvırtma oğlum,1.0
kadınsız eve ev mi denir,1.0
rallici kadın olamaz,1.0
karı oynama benimle,1.0
i̇ffet sahibi bir kadın evlenmeni istiyorlar,1.0
sen konuşma eksik etek,1.0
gelişen teknolojide kadının işi,1.0
elinin hamuruyla işi becerebilir misin,1.0
gelin dediğin hizmer eder,1.0
kiz arkadasini susturamayan erkegi erkek saymam,1.0
başı boş gezemez kadın,1.0
kadının esas yeri evidir,1.0
kadının şerri şeytanın şerrine eştir,1.0
avrat ev yapar avrat ev yıkar,1.0
bi karı dırdırı eksikti,1.0
şimdi derdimde neyse kızsın,1.0
kız dövüşüyorsun,1.0
ben erkeğim istediğimi yaparım,1.0
av kız etkinliğidir,1.0
yuvayı yapan dişi kustur,1.0
er gece nöbet mi tutuyorsun dışarda kızım sen,1.0
çıtır hatunmuş,1.0
delikanlıyı bozan şeyler yapma,1.0
kız doğuran analar üzülmekte haklılar,1.0
başarılı erkeğin arkasında bir kadın vardır,1.0
aileler namuslarını korumak tecavuz mağduru kızlarını zorla evlendirmekte,1.0
karı kıvırtma,1.0
kadınların siyasal güçleri yoktur,1.0
adam akıllı öğren işi,1.0
kızlar böyle sesli gülmez kızlar kahkaha atmaz,1.0
kadının bildiğini garip bilir,1.0
er kocarsa koç olur karı kocarsa olur,1.0
hizmetçi kadın adamı elinden kaçırmış,1.0
yiğidin sözü ölünceye kadar kendisi ölsün,1.0
bir inşaat sesinden birde karı vızırtısından durulmaz,1.0
seni adam edicez bilmiyorum,1.0
karımın çalışmasına izin vermem,1.0
kız çocuğu dert oğlan çocuğu ödüldür,1.0
bebekle kadın ilgilenmeli,1.0
adam dediğin karısının sözünden çıkmaz,1.00
kadın kısmısının saatte dışarda işi,1.0
kızın var derdin var,1.0
kadınsan haddini bil,1.0
çirkin karı evin toplar güzel karı düğün gezer,1.0
erkeği evden kaçıran damın akması kadının çenesidir,1.0
kadından doktor olmaz,1.0
adam eşeğinden kadın döşeğinden belli olur,1.0
atın kötüsü ala renkli kadının kötüsü belâ olur,1.0
uzun saçlının ahı yerde kalmaz,1.0
kırıtan erkek mi olur,1.0
parfüm süren kadın dikkat çekmeye çalışıyordur eşi izin veriyorsa evinde sürebilir,1.0
kız başına i̇stanbula gitmiş,1.0
karı saç uzatılır sonra derler,1.0
evinin kadını çocuklarının annesi olacaksın,1.0
kadının bir aklı erkeğin dokuz aklı vardır,1.0
sende koca mısın,1.0
hükmün sahibi kocadır,1.0
sadece kızı olan adamın çocuğu var demem,1.0
senden adam olsaydı şuan halde olmazdık,1.0
karı adamsın,1.0
utanmasi olmayan kadin tuzsuz as gibidir,1.0
ıslık çalan kız çocuğumu olur,1.0
oğlan olsun deli olsun,1.0
oğlan olsun bırak deli olsun,1.0
erkek istediğini yapar,1.0
kadından makinist mi olur,1.0
i̇stanbul hollanda gelen bir gurbetçi avrupa topraklarında asla yapamayacağı trafik magandalığını burada icra etti,0.0
ünlü kişi şampuana ihtiyacı olmayan olabilir mi,0.0
koca adam olmuş hareketlere bak,1.0
sen erkeksin,1.0
al kızını koy çuvala salla salla vur duvara,1.0
ev işleri kadının görevidir,1.0
kadın aklınla sen yorum yapma,1.0
kız başına saatte orda işi varmış,1.0
sende adam mısın be,1.0
kızım bak iyi düşün boşanırsan dul olursun,1.0
al ananida gitkadin midir kiz midir,1.0
iyi kadının kocası cüppesinden bellidir,1.0
hele hele kadın olarak sesini keseceksin,1.0
kadının kafası kariyere basmaz,1.0
kıza bak erkek kaslı,1.0
kocana göre bağla başını tencerene göre pişir aşını,1.0
dimdik durman gerekiyor erkek ol biraz,1.0
erkeksen gelirsin,1.0
şuna evli baklı kadın giyinmiş öyle,1.0
erkek adam ev süpürmez,1.0
kız çocuğu yüktür,1.0
kadin kocasinin carigidir,1.0
kırk yılda bir kadının sözü dinlenmelidir,1.0
kadın kendini gelecekteki beyi saklamalıdır,1.0
sen karı mısın ağlıyorsun,1.0
kadının sanayide işi var,1.0
sürücü kesin kadındır,1.0
sen kadınsın motor sürmek neyine,1.0
avrat yürekli,1.0
yapilanlara kars onlemini al erkekligine zarar gelmesin,1.0
son kararı zaman erkek söyler,1.0
kızlar hassastır,1.0
kocandır sever döver mucbur katlanacaksın,1.0
ofis temizliğini erkekler kadar güzel yapmıyorlar,1.0
bana karı kız yok dünyada,1.0
sen kadınsın konuşma,1.0
al atin iyisini yiyecegi bir yemdir al avradin iyisini giyecegi bir dondur,1.0
kadından yönetici mi olur kardeşim bırak allah aşkına,1.0
erkeğin işine sen karışma,1.0
erkeğin olduğu yerde kadın hesap öder,1.0
eteğin hali kadın dediğin kadar kısa etek giymez,1.0
aldatan erkeği boşayan kadın yuvasının yıkılmasından sorumludur,1.0
kızın var sızın var,1.0
sen benim adamın eline düşseydin böyle ufacık tefecik kaldığımı anlardın,1.0
pazarlama erkek işidir kadın yapamaz,1.0
çalışan gelin istemeyiz,1.0
sizde kızınıza sahip çıksaydınız,1.0
pembe kız rengidir,1.0
evli kadın çocuklarının annesi olur oturur evinde,1.0
kadının ala ikisi beladır,1.0
elinin hamuruyla adamın işine karşma,1.0
erkekler renkli giyinmez,1.0
kocanı bırakıp gidersin toplantılara,1.0
oğlandır oktur evde yoktur,1.0
elektronik mühendisliği kızlara göre değil,1.0
mürettebatta kadının işi var,1.0
kadından ortak olmaz,1.0
karı ağlıyorsun,1.0
adam güclü ol kızım,1.0
alma delinin kızını soyuna çeker huyu,1.0
keseye kadın eli girerse bereket girer,1.0
kadının söylediği kırk sözden sadece birisine inan,1.0
gayler iğrenç insanlardır,1.0
yok bir kocası onu dövecek kız eve gelecek,1.0
kardeş bulamam karı bulurum,1.0
oğlan dayıya kız deliye çeker,1.0
futbol erkek sporudur,1.0
bunu yapamıyorsan etek giy iyi,1.0
bir erkeğin güzel kariyeri babalıktır,1.0
ellerinde güllerle geldi bizim eksik etek,1.0
kadın yüzünden gülen ömründe bir kere güler ötesi yok,1.0
ağaç yeşert meyve getirsin oğlan büyüt ekmek getirsin,1.0
kadının hükmedeceği evden mutluluk bekleme,1.0
kadın bateri çalamaz,1.0
kiz kismisi soze karismaz,1.0
kadin degil misin sen otur oturdugun yerde,1.0
yollu kadın,1.0
sana erkek sozu veriyorum,1.0
konuşan kadından huzur bekleme,1.0
kadın okuyup kariyer düşünmemeli,1.0
kadının şamdanı altındanda olsa mumu dikecek olan erkektir,1.0
kadının tek kariyeri annelik kariyeri,1.0
kız kısmı kırıp dizini evde otursun,1.0
bir erkek aldatıyorsa kadının yetersizliğinden kaynaklanır,1.0
karım dururken ben mi yemek yağacağım,1.0
sen adamın dibisin,1.0
alma soysuzun kizini surer anasizinin izini,1.0
kadın dövmeye bahane bulunca mutlu olmuşlar,1.0
kız anasından görmeyince sofrayı kaldırmaz,1.0
karı mıy mıy konuşma çarparım ağzına,1.0
sen erkeksin bunu kızlar bile yapar,1.0
er kocarsa koç karı kocarsa olur,1.0
kötü kadın dar ayakkabı gibidir,1.0
kesin kadındır,1.0
kadının yeri mutfaktır,1.0
evlenmemiş kadının bekareti şarttır,1.0
erkeksiz avrat yularsız at,1.0
erkek milleti değil misiniz,1.0
avradın kazdığı kuyudan su çıkarmış,1.0
kadından adam olmaz gül ağacından odun olmaz,1.0
mini etek giyecek sen benim yanımda giyin,1.0
herkes adam olamaz,1.0
takılmalık kız olduğunu başında belli etti,1.0
kızını ederi anca kuzu,1.0
taş fırın erkeği,1.0
yeryüzünde gördüğümüz kadının eseridir,1.0
adamın vazifesi kadını korumaktır,1.0
erkek adama pembe giydirilmez,1.0
aman kızım bize laf söz getirme,1.0
kadındır naz yapar boşver,1.0
kocam isterse calisirim,1.0
sen mi kuyruk salladın böyle yapıyor,1.0
doğurmayan kadın eksiktir,1.0
kız arabası almış,1.0
hanım köylü müsün sen,1.0
bende talih olsaydı erkek doğardım,1.0
karıyım otobanda geziyorsun,1.0
patronluğu erkekler güzel yapar,1.0
çocuğu olmayan kadın olurmuş,1.0
kız kısmından herşey beklenir,1.0
karın varsa cır cırı eksik olmaz,1.0
avrat düşman olmaz yüzü güler bildirmez,1.0
karı milleti alışveriş derdinde,1.0
kadından vefa borçludan sefa aranmaz,1.0
adamın kadın ince sesleri var,1.0
herkes kendi derdinde evde kalmış kız koca derdinde,1.0
ben erkeğim istediğimi yapmak zorundasın,1.0
bir adamın karısı çoksa adam iyi bir insandır,1.0
kadın yeri geldi mi seveceksin yeri geldi mi döveceksin,1.0
bir kadına söylenenler iki kulağından girip ağzından çıkar,1.0
karı kılıklı seni bi karına söz geçiremedin,1.0
saatte kız çocuğu dışarı bırakılmaz,1.0
kız kısmı anasının dizinin dibinde oturur,1.0
tesettür giymeyen kadın aranıyordur,1.0
sesi trans,1.0
afrat malı kapı mandalı,1.0
oğlanınki oğul bağı kızınki bahçe gülü,1.0
kadının karnından sopayı sırtından sıpayı eksik etmiceksin,1.0
oğlan çocuğunu karı doğurmaz er karı doğurur,1.0
karısının dediğinin yaptığı ona karı kırıklı diyoruz,1.0
top musun sen,1.0
kızı olanın söz söylemeye hakkı olmaz,1.0
karı top oynama,1.0
trans bireyler ülkeden atılmalıdır,1.0
kadınlar trafikte sorunlara yol açıyorlar,1.0
hanım evladı davranma adam ol olum,1.0
adam olan ekmeğini taştan çıkarır,1.0
karımın çalışmasına izin veriyorum,1.0
kadınlar değişik mahluklardır,1.0
kız kısmısı gece geç saatlere kadar dışarda olmaz,1.0
karı kız resmi yok,1.0
elinin hamuru erkek işlerine karışma,1.0
siir kadinlara yakismiyor onalar ancak ilham olur siire,1.0
kadınsız ev olmaz,1.0
kadin dedigin cocuk dogurup buyutur,1.0
çocuğun ölse kocana bak kocan ölse yere bak,1.0
karılık görevlerini yap,1.0
adamdan saymak kadar zor olmamalı,1.0
kız çoçuğu okuma yazma öğrensin yeterlidir,1.0
kadına sır verilmez,1.0
sen kadınsın karışma,1.0
karı muhabbeti kaynatma,1.0
kadına kocası bakar,1.0
kadının kocayanından hayır gelmez,1.0
bahtım olsaydı anamdan kız doğardım,1.0
donu düşük karılar gibisin,1.0
kadının çalışıp çalışmayacağına kocası karar verir,1.0
tek suçum kadı olmaktı,1.0
kadın erkek eşitsizliği,1.0
evli kadın yüzükk takmalı,1.0
avrat malı kapı mandalıdır,1.0
kari mizmizsin,1.0
kız rengi araba almışsın yakıştı sana,1.0
karılık etmek,1.0
dam damlamasından karı vızırtısından durulmaz,1.0
anneler kızlarına hizmet edeceklerini öğretsinler,1.0
kadınsa kazanamaz,1.0
erkek kadınlarla istediği biçimde konuşur,1.0
uzun saçlı erkek mi olur,1.0
kızlar evlenene kadar aileye yüktür,1.0
kadın kocasının esiridir,1.0
alma soysuzun kızını sürer anası izini,1.0
haberin doğrusunu oğlandan al,1.0
kadınsı haraketler yapma,1.0
delikanlı gelip yüzüme konuşacaksın,1.0
i̇nşaat ustalığı erkek işidir,1.0
hanım hanımcık bir insan evladı ol,1.0
atalardan kalma bir sandık ancak erlere yaraşır,1.0
erkeğin elinin kiri der geçerler sen kadın başına yapacaksın,1.0
kalıbının adamı olamadın gitti,1.0
oğlunu seven hocaya kızını seven kocaya verir,1.0
bulaşık yıkamak kadının görevidir,1.0
kocakarılar giyinip gelmişsin,1.0
mutsuz erkek yoktur konuşan kadın vardır,1.0
elinin hamuruyla araba sürme,1.0
kızın olsun yaşlanınca kırar dizini bakar sana,1.0
saç böyle erkek olmuşsun,1.0
adam çalışmak ancak erkeklere mahsustur,1.0
kızı olan çabuk yaşlanır,1.0
karı kıvırma,1.0
kadında göz erkekte söz olur,1.0
adamın dibisin kardreşim adamlık ancak bizimdir,1.0
kız evde olsa elden sayılır,1.0
bir kadının güzel kariyeri anneliktir,1.0
erkek adam bileklik takmaz,1.0
bugün kızını dövmezsen yarın neler olur bilir,1.0
kızlar arabalarla oynamaz,1.0
işi yapacağına erkek sözü ver,1.0
kadın korkak korkak araba kullanıyorsun,1.0
varsa kızın çoktur derdin,1.0
söylenenlere göre oynak bir kızmış,1.0
beş kız bir oğlanın yerini tutarmı,1.0
sen kızsın saatte dışarı çıkamazsın,1.0
korkak olmaz erkek dediğin,1.0
kadının şamdanı altın olsa mumu dikecek erkektir,1.0
erkekliğime laf etti hakim bey erkeksiniz anlarsınız erkekliğime dokundu orada bi gözüm dönmüş,1.0
erkek adam dediğin sakal bırakır,1.0
kır dizini otur evinde kız,1.0
erkekliğe yakıştı şimdi böyle karı,1.0
kız doğuran tez kocar halbuki oğlan öyle mi,1.0
kalk kizim erkek kardesine yemek koy,1.0
bekara karı boşamak kolay,1.0
susma kız,1.0
kadının çalışması iyi değildir,1.0
sebebi olursa olsun bir erkeğin ağlaması can yakar erkek ağlıyorsa çaresizdir,1.0
lgbt liler türlü ceza hükmünü haketmektedir,1.0
kadinlarin yalimi alcak olsa gecinmeleri kolay olur,1.0
iki kız kurusu kardeşi alan olmamış,1.0
karı kırıtma,1.0
kocam izin verirse çalışırım,1.0
kadın kısmı inşaat işini bilsin,1.0
cüzdana kadın eli girerse bereket gider,1.0
kızı köyde kucaklamayan kalmadı artık onunla evlenilmez,1.0
geldiğinden beri susmak bilmedi kadın işte çenesi düşük,1.0
kız gücü konuştuğu kişi erkek olmalı haberi son vermek istiyoruz,1.0
otobüste bir kız gördüm abi gibiydi,1.0
kızın varsa düşüncen çoktur,1.0
kari dedikodu yapma,1.0
at avradın yediği sayılmaz,1.0
adamlığı sen mi biliyorsun,1.0
karı ağızlı anca dedikodu yapıyor,1.0
ben erkek konusurum kari aglamam,1.0
kadının maç izlerken bizimle işi var,1.0
senin yaptığını erkek yapar,1.0
sese bak erkek,1.0
annelik kadının kariyedir,1.0
tayt giyen erkek mi olur,1.0
sende adam sanıyorsun kendini,1.0
erkekten hemşire olmaz,1.0
kadından patron falan olmaz,1.0
ayılar bile senden romantik bi koca olacaksın,1.0
kadınsan kadınlığını bil,1.0
yemeğin salçalısı kadının kalçalısı makbul,1.0
kadın yumuşak konuşma,1.0
kadının yüzünün karası erkeğin elinin kınası,1.0
seks erkek yapınca ihtiyaç kadın yapınca orospu olur,1.0
bir taşıdın kadın yoruldun,1.0
karı yemek mi yaptın,1.0
kadından ağa olmaz,1.0
parasız koca karısına cin görünür,1.0
avradın yıkmadığı ev bin yıl dikili kalır,1.0
gübresiz yer parasız er,1.0
ben kocamı çalıştırmam,1.0
avradin kazdigi kuyudan su cikmaz,1.0
kız çocuğu hareket çekmez,1.0
kız kısmının okuduğu görülmüş,1.0
kocana göre bağla başını tencerene göre pişir aşını,1.0
kel kafalı kadın olur,1.0
kız dediğin kısa elbise giymez,1.0
çalıktır kız,1.0
erkege ceza yok,1.0
kızsınız unutmayın gezmede tozmada işiniz var,1.0
anasını babasını dinlemeyen evlat kocasını saymayan avrat üzengi yürüyen atı kapında tutma durma sat,1.0
kız başına inşaata gideceksin,1.0
hanım köylü adamlara bizim camiada yer yok,1.0
vaktinde dövseydin kızını şimdi sızlanmazdın,1.0
son sözü kocan söyler,1.0
yaptıklarından sonra erkekliğinden utanman gerek,1.0
evi ev eden kadındır,1.0
erkekten birşeydir kadın,1.0
kısır kadından hayır gelmez,1.0
kari gulme laf ederler,1.0
kolye takan adam olur,1.0
oğlum oğlumdur ölene kadar kızım kızımdır evlenene kadar,1.0
olsa evimin direğidir eşim,1.0
saatte kadinin disarida isi,1.0
kızını dövmeyen dizini döver salih efendi senin kıza neler diyorlar duymadın,1.0
elmayı kasaysa karıyı kısaysa al,1.0
kadın yeri gelince dinlemeli susmalı,1.0
erkekçe dövüşmedi,1.0
ütü yapan adamın adamlığı kırışmıştır,1.0
ev idaresine erkek karışmaz,1.0
kadinlar yonetimsel isleri idari isleri ekonomik isleri pek cok isleri anlamazlar,1.0
adamsan sözünü tutarsın karı kıvırma,1.0
erkeklik bende kalsın,1.0
eşi olmayınca erkek bir hiçtir,1.0
i̇tte vefa olur avratta vefa olmaz,1.0
oğlan doğuran övünsün kız doğuran dövünsün,1.0
yemek yok evde kadın,1.0
evde kalmış karı anca kocamış adama gider,1.0
erkektir bana dokunmaz,1.0
kadın giyinme,1.0
eşek alsan yakından hatun alırsan uzaktan,1.0
kahkaha atan kadın iffetsizdir,1.0
akşamki maçta kadın dırdırı istemiyorum,1.0
kadından idareci olmaz,1.0
karı lafı dinleyen kılıbıktır,1.0
boşanmış kadın suçludur,1.0
seni affediyorum erkeklik bende kalsın,1.0
güne duruyoruz erkeklik öldü,1.0
kadın milleti gezmemeli,1.0
oğlun aşık olsa göğe bak kızın aşık olsa yere bak,1.0
kızı kendi gönlüne bırakırsan davulcuya zurnacıya demişler doğru demişler,1.0
kız doğuran dövünsün,1.0
kadından şoför olmaz,1.0
adam sev,1.0
hot dedigini oturtan adamlar,1.0
beyler ortamda kız var küfür etmeyelim,1.0
oğlun varsa paşalar yaşarsın,1.0
tek yasayan erkege ev verilmez,1.0
yemek yapamayan kadın bırakın evde kalsın,1.0
kadın arabadan anlamaz,1.0
adam mısın kadın mısın belli değil,1.0
akıllı atını över ahmak hatununu över,1.0
oğlan çocuk geleceğin teminatıdır kız çocuk emanettir,1.0
halayıktan kadın olmaz gül ağacından odun,1.0
mürüvvetsiz adam suyu çekilmiş değirmene benzer,1.0
kadın dediğin kocasının sözünden çıkmaz,1.0
senin cici bir kıza yakışıyor,1.0
bir kadının dili alev kılıcından keskindir,1.0
kadın hanım olmalı bizim kızlarımız biraz agresif,1.0
karı mızmızlanma,1.0
bir çocuğa bile bakamıyorsun kadınsın sen,1.0
sen karı mısın be,1.0
erkek adam pembe giyinmez giyiyorsa vardır bir sıkıntı,1.0
at alsan bir ay danış kadın alsan bir yıl danış,1.0
kızlar bir işi aynı anda yapamazlar,1.0
kız topa vuruyorsun,1.0
saçı uzun aklı kısa,1.0
otuz yaşına gelmişsin evde kalmışsın,1.0
şiddet gören kadın kocasının elini öpmelidir,1.0
bir evi çekip çevirecek olan kadındır,1.0
dışarıda erkek soğuğu var sakın dışarı çıkma,1.0
kız olmasan ağır konuşurdum,1.0
erkegin maasi kadinin yasi sorulmaz,1.0
ananın bahtından nasibini alırmış kız evlatları,1.0
kadından dişçi olmaz,1.0
kadının sırtından sopa karnından sıpa eksik edilmez,1.0
kadın sakız ciğnemez,1.0
erkeğin elinin kiri,1.0
kaından vefa zehirden şifa olmaz,1.0
kadının çilesi bitmez,1.0
ataerkil toplumlarda kadının söz hakkı yoktur,1.0
babanın sanatı oğlana mirastır,1.0
bırak karı kız ayaklarını,1.0
elinin hamuru erkek işine karışma,1.0
kadından yönetici değil bakıcı olur,1.0
kız cilve yapma,1.0
sini tıkırtısı para şıkırtısı kadın fıkırtısı kalbe ferah verir,1.0
seni adam yerine koysunlar,1.0
pantolon giyen kadın aranıyordur,1.0
kadın nedir hakları olsun,1.0
erkeğin nefsi birdir kadınınki,1.0
yaşlı karı dırdırı çekilmiyo,1.0
adam yap işi karı mızmızlanma,1.0
kızımı dövmedim dizlerimi dövüyorum geldiğimiz hale bak,1.0
kadın erkek işini yapamaz,1.0
saatte genç bir adamın sokakta işi varmış,1.0
düğünde geçer ortaya karı oynar,1.0
avrat var arpa unundan aş yapar avrat var buğday unundan keş yapar,1.0
adamdır sever döver,1.0
kadının saçı uzun aklı kısadır,1.0
susturun şirret kadını,1.0
başımızda erkeğimiz yok,1.0
kadin dedigin sabah erkenden kalkacak,1.0
elinin hamuruyla erkek işine karışma,1.0
kız mızmız davranıyor,1.0
kızın erkek bıyıkları var,1.0
kız çocuğu er koynunda yer koynunda,1.0
evlilik cüzdanı kadına verilir,1.0
disi kopek kuyruk sallamazsa erkek kopek yanasmaz,1.0
kızı gönlüne bırakırsan davulcuya kaçar zurnacıya,1.0
kusura bakma erkek böyle kıvırırsa kadın herşeyi yapar,1.0
zaman olduğu gibiher başarılı adamın arkasında mükemmel bir kadın vardır,1.0
kız çocuğu ilkokuldan sonra okutmayacaksın,1.0
kadınsız evde çöpten geçilmez,1.0
kadın kuyruk sallamazsa erkek gelmez,1.0
kadına miras haktır,1.0
akşam ezanından sonra dışarı çıkan kadın aranıyordur,1.0
kız mıdır kadın mıdır bilemem,1.0
kız değilmiş,1.0
saci uzun akli kisa dersin zeki cikti sasirdim,1.0
kadındır ister istememiş yapar,1.0
aşağı gel hanfendi ortalığı topla,1.0
adam olmak yiğidin harcı değil,1.0
kız başına gece çıkma,1.0
kadinlar sadece guzel gorunmek icin varlar,1.0
erkeklik uğruna mahvetti hayatını,1.0
kadin mutfakta hizmetci olmayi bilmelidir,1.0
erkek değil mi aklı başka yerde,1.0
kadın dediğin namuslu olacak,1.0
kızımızı dövmedik oldu dizimizi dövüyoruz,1.0
karı vızıltısı,1.0
erkeksin sen küpede,1.0
dişi köpek kuyruk sallamazsa erkek köpek bir yapmaz,1.0
bozuk kadin cok konusur,1.0
avradı er zapdetmez ar zapdeder,1.0
kızı olanın dili olmazmış yapalım,1.0
kel kıza er bulmak eğri baltaya sap takmaktır,1.0
